,position_name,company_name,job_location,Seniority level,Employment type,Job function,Industries,sql, python , excel , r , tableau , power bi ,collection_date,search
267,CDO Loan Administrator,Elavon Europe,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Financial Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
268,Finance Assistant,Morgan McKinley,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
269,Lead Analyst – QC Sample Management,Eurofins BioPharma Product Testing Ireland Ltd,"Ringaskiddy, County Cork, Ireland",Entry level,Full-time,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
270,Data Protection Operations Support - Hybrid Work (Graduate Opportunity),Northern Trust Corporation,"Limerick, County Limerick, Ireland",Entry level,Full-time,Information Technology,Investment Management,0,0,0,0,1,1,25/08/2022," ""Business"" ""Analyst"" "
271,QA Test Analyst,Sabeo,"Dublin City, County Dublin, Ireland",Entry level,Contract,Quality Assurance,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
272,IT Analyst,"LSC, Life Science Consultants","Cork, County Cork, Ireland",Entry level,Contract,Information Technology,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
273,QA Test Analyst,Sabeo,"Dublin, County Dublin, Ireland",Entry level,Contract,Quality Assurance,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
274,Security Engineering Analyst,Bank of Ireland,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,Banking,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
275,Digital Project Coordinator,Cpl,"Kildare, County Kildare, Ireland",Entry level,Temporary,Other,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
276,Quality Systems Analyst (Med-device) Cork,Claran Consultants,"Cork, County Cork, Ireland",Entry level,Full-time,Quality Assurance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
277,Forensic Data Analyst,Realtime Recruitment,Ireland,Entry level,Full-time,Information Technology,Staffing and Recruiting,1,0,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
278,Firewall/Network Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
279,Data Analyst - CRM Analytics,Frontiers,Ireland,Entry level,Full-time,Information Technology,Book and Periodical Publishing,1,0,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
280,"Order Management Analyst, Digital Media",J&C Associates Ltd,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",IT Services and IT Consulting,1,0,1,0,1,1,25/08/2022," ""Business"" ""Analyst"" "
281,Trade Surveillance Technical Analyst,Interactive Brokers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Securities and Commodity Exchanges,1,1,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
282,"LN Concerts, VAST Analyst",Live Nation Entertainment,"Rhode, County Offaly, Ireland",Entry level,Full-time,Business Development and Sales,Events Services,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
283,Software Quality Assurance Analyst (HYBRID),Wolters Kluwer,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Information Services,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
284,Trade Compliance Associate,PIMCO,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Trusts and Estates,1,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
285,Web Analytics Analyst,CarTrawler,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Software Development,1,0,0,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
286,Indirect Tax Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Temporary,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
287,QC Lab Analyst Level 2,Bimeda,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Veterinary Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
288,Business Development - IT Support Sales,Digitise,"Dublin, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
289,Collections Analyst French,Accenture,"Dublin, County Dublin, Ireland",Entry level,Full-time,Management and Strategy/Planning,Business Consulting and Services,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
290,Financial Analyst - Fundamentals – Swedish/Norwegian/Danish language (Finance & Accounting),Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,IT Services and IT Consulting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
291,BT Desktop Support Analyst - Cork,Sysco Ireland,"Cork, County Cork, Ireland",Entry level,Full-time,Information Technology,Food and Beverage Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
292,Quality Control Micro Analyst,"LSC, Life Science Consultants","Dublin, County Dublin, Ireland",Entry level,Contract,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
293,Intern/Junior Business Analyst (Remote Business Analysis Internship),Brainnest,"Dublin City, County Dublin, Ireland",Internship,Internship,"Research, Analyst, and Information Technology",Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
294,"Explore Microsoft: Finance Analyst Intern Opportunities for University Students and Graduates, Ireland",Microsoft,"Dublin, County Dublin, Ireland",Internship,Internship,Finance,"IT Services and IT Consulting, Computer Hardware Manufacturing, and Software Development",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
295,Product Manager - Data and Insights,NewsWhip,"Dublin, County Dublin, Ireland",Entry level,Full-time,Product Management and Marketing,Public Relations and Communications Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
296,Associate - Structured Credit,Jobs via eFinancialCareers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,1,1,1,0,0,25/08/2022," ""Business"" ""Analyst"" "
297,VAT Data Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Temporary,Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
298,Security Testing Analyst,Bank of Ireland,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Banking,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
299,Analyst - P2P,Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Business Development and Sales,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
300,Analyst - P2P,Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Business Development and Sales,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
301,IT Analyst - System Administrator,Liebherr Group,"Killarney, County Kerry, Ireland",Entry level,Full-time,Information Technology,Industrial Machinery Manufacturing,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
302,Cyber Security Analyst,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,0,1,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
303,Quality Control Micro Analyst,"LSC, Life Science Consultants","Dublin, County Dublin, Ireland",Entry level,Contract,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
304,Learning Solution Design Analyst - Supervising Associate,EY,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Accounting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
305,Supply Chain,PSC Biotech Corporation,"Dublin, County Dublin, Ireland",Entry level,Full-time,Management and Manufacturing,Biotechnology Research,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
306,Sourcing Specialist - Remote within Ireland,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Purchasing and Supply Chain,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
307,Financial Assistant (12 month contract),Diageo,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Distilleries,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
308,Test Analyst - 12 Month FTC,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Quality Assurance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
309,Medical Information Analyst French,Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Health Care Provider,Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
310,Project Coordinator - Finance and Budgets,Mackin Talent,"Clarecastle, County Clare, Ireland",Entry level,Full-time,Other,"IT Services and IT Consulting, Environmental Services, and Staffing and Recruiting",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
311,Senior Production Support Analyst for Finance and Treasury IT,permanent tsb,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,IT Services and IT Consulting and Information Services,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
312,Tax Analyst,Eli Lilly and Company,"Kinsale, County Cork, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
313,Fixed Income Analyst German Language,Infosys BPM,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,"Banking, Financial Services, and Accounting",0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
314,Data Protection Analyst,Cook Medical Europe,"Limerick, County Limerick, Ireland",Entry level,Full-time,Engineering and Information Technology,Medical Equipment Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
315,QC Analyst Microbiology,PSC Biotech Corporation,"Cork, County Cork, Ireland",Entry level,Full-time,Quality Assurance,Biotechnology Research,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
316,Intern/Junior Business Analyst (Remote Business Analysis Internship),Brainnest,"Galway, County Galway, Ireland",Internship,Internship,"Research, Analyst, and Information Technology",Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
317,Project Manager,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Project Management and Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
318,Volunteer: Business Analyst in Cambodia,Global Nomadic,"Dublin, County Dublin, Ireland",Entry level,Volunteer,"Business Development, General Business, and Other",Education Administration Programs,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
319,Customer Service Specialist,AbbVie,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Distribution, Supply Chain, and Manufacturing",Biotechnology Research and Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
320,Analyst - P2P (18 month contract),Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Business Development and Sales,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
321,Electronic Discovery Analyst,"Milestone Technologies, Inc.","Dublin, County Dublin, Ireland",Entry level,Full-time,Legal,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
322,AML Financial Intelligence Unit (FIU) Analyst,Interactive Brokers,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Securities and Commodity Exchanges,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
323,Pricing Product Marketing Manager,Fenergo,"Dublin, County Dublin, Ireland",Entry level,Full-time,Marketing,Financial Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
324,Asset Set-up Specialist/Manager,PIMCO,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Management and Manufacturing,Trusts and Estates,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
325,Asset Set-up Specialist/Manager,PIMCO,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Management and Manufacturing,Trusts and Estates,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
326,Cyber Security Operations Analyst (Hybrid),permanent tsb,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,IT Services and IT Consulting and Computer and Network Security,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
327,Part Qualified Accountant - CDTS,Accenture,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance,Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
328,Microbiology Analysts - Product Testing and Environmental Monitoring Labs - Kinsale,Eurofins BioPharma Product Testing Ireland Ltd,"Kinsale, County Cork, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
329,FP&A Accountant - Pharma - Hybrid,Engage People Recruitment,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
330,Test Automation Analyst,ESB,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,Utilities,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
331,Senior Consultant - Data Analytics,EY,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Accounting,1,1,0,1,1,0,25/08/2022," ""Business"" ""Analyst"" "
332,Senior Consultant - Data Analytics,EY,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Accounting,1,1,0,1,1,0,25/08/2022," ""Business"" ""Analyst"" "
333,SAP Project Lead,DXC Technology,Ireland,Entry level,Full-time,Information Technology,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
334,Network and Firewall Analyst,Morgan McKinley,"Cork, County Cork, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
335,Senior Consultant - Data Analytics,EY,"Galway, County Galway, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Accounting,1,1,0,1,1,0,25/08/2022," ""Business"" ""Analyst"" "
336,Senior Consultant - Data Analytics,EY,"Limerick, County Limerick, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Accounting,1,1,0,1,1,0,25/08/2022," ""Business"" ""Analyst"" "
337,QC Micro Analyst,"LSC, Life Science Consultants","Dublin, County Dublin, Ireland",Entry level,Contract,Quality Assurance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
338,Senior Consultant - Data Analytics,EY,"Cork, County Cork, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Accounting,1,1,0,1,1,0,25/08/2022," ""Business"" ""Analyst"" "
339,Senior Consultant - Data Analytics,EY,"Waterford, County Waterford, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Accounting,1,1,0,1,1,0,25/08/2022," ""Business"" ""Analyst"" "
340,Intern/Junior Market Research Analyst (Remote Researcher Internship),Brainnest,"Galway, County Galway, Ireland",Internship,Internship,Marketing and Sales,Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
341,Data Analysis Intern (Remote Internship - Analyst),Brainnest,"Dublin City, County Dublin, Ireland",Internship,Internship,Information Technology,Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
342,Intern/Junior Market Research Analyst (Remote Researcher Internship),Brainnest,"Cork, County Cork, Ireland",Internship,Internship,Marketing and Sales,Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
343,Project Coordinator - Finance and Budgets,Mackin Talent,"Cork, County Cork, Ireland",Entry level,Full-time,Other,"IT Services and IT Consulting, Environmental Services, and Staffing and Recruiting",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
344,Contract Specialist - Remote within Ireland,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Legal,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
345,Senior Consultant - Data Analytics,EY,"Galway, County Galway, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Accounting,1,1,0,1,1,0,25/08/2022," ""Business"" ""Analyst"" "
346,DDI Technical Analyst,ManpowerGroup Solutions,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
347,Senior Consultant - Data Analytics,EY,"Limerick, County Limerick, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Accounting,1,1,0,1,1,0,25/08/2022," ""Business"" ""Analyst"" "
348,Fundamentals Analyst - German,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
349,Finance Analyst - Swedish or German,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Finance and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
350,SQL Developer,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Contract,Information Technology,Staffing and Recruiting,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
351,Data Analysis Intern (Remote Internship - Analyst),Brainnest,"Galway, County Galway, Ireland",Internship,Internship,Information Technology,Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
352,Senior Consultant - Data Analytics,EY,"Waterford, County Waterford, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Accounting,1,1,0,1,1,0,25/08/2022," ""Business"" ""Analyst"" "
353,Data Analysis Intern (Remote Internship - Analyst),Brainnest,"Cork, County Cork, Ireland",Internship,Internship,Information Technology,Business Consulting and Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
354,Technical Consulting/Sales Engineering Leadership Development Program,Citrix,"Dublin, County Dublin, Ireland",Internship,Full-time,Information Technology,"Software Development, Computer Networking Products, and Technology, Information and Internet",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
355,Senior Consultant - Data Analytics,EY,"Cork, County Cork, Ireland",Entry level,Full-time,"Research, Analyst, and Information Technology",Accounting,1,1,0,1,1,0,25/08/2022," ""Business"" ""Analyst"" "
356,General Ledger Accountant (EMEA),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Temporary,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
357,Support Analyst - German (entry level 32k),Morgan McKinley,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Information Technology,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
358,Junior Project Manager - French,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Project Management and Information Technology,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
359,Product Manager - Ireland OR UK,Global Shares,"Dublin, County Dublin, Ireland",Entry level,Full-time,Product Management and Marketing,Financial Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
360,Project Lead SAP PS/FI,DXC Technology,Ireland,Entry level,Full-time,Information Technology,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
361,Revenue Accountant,NetApp,"Cork, County Cork, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Data Infrastructure and Analytics,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
362,"Fundamentals analyst with German, French, Nordic language or Hebrew",Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
363,Revenue Accountant,NetApp,"Cork, County Cork, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Data Infrastructure and Analytics,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
364,IT Applications Specialist (F&T) (#C),permanent tsb,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,IT Services and IT Consulting and Information Services,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
365,Application Support Engineer,"Susquehanna International Group, LLP (SIG)","Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Financial Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
366,CMS Capabilities Analyst,Eli Lilly and Company,"Cork, County Cork, Ireland",Entry level,Full-time,Business Development and Sales,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
367,Fixed Term QC Analyst IV,Alkermes,"Athlone, County Roscommon, Ireland",Entry level,Full-time,Quality Assurance,Biotechnology Research,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
368,Tax Analyst-Global Tax/Business Solutions,Elanco,"The Fair Field, County Cork, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Pharmaceutical Manufacturing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
369,Commercial Accounts Assistant,Morgan McKinley,"Monaghan, County Monaghan, Ireland",Entry level,Full-time,Management and Manufacturing,Staffing and Recruiting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
370,Associate - Fund Accounting,StepStone Group,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Investment Management,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
371,IP Analyst German,Accenture UK,"Dublin City, County Dublin, Ireland",Entry level,Contract,Legal,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
372,Salesforce Administrator (Hybrid),Web Summit,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Information Technology,IT Services and IT Consulting,1,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
373,Accounting Fundamentals Analyst (German/Nordic/French/Russian),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
374,Actuarial Student,Phoenix Group,"Dublin, County Dublin, Ireland",Internship,Internship,Education and Training,Financial Services,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
375,Information Security Threat Mgmt Specialist,Bank of America,"Dublin, County Dublin, Ireland",Entry level,Full-time,Information Technology,Credit Intermediation,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
376,Marketing Automation Specialist,Frontiers,Ireland,Entry level,Full-time,Information Technology,Book and Periodical Publishing,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
377,Procurement & Compliance Associate,Morgan McKinley,"Cork, County Cork, Ireland",Entry level,Contract,Finance and Sales,Staffing and Recruiting,0,0,1,0,1,0,25/08/2022," ""Business"" ""Analyst"" "
378,E-Commerce Performance Marketing acceleration Lead,Kellogg Company,"Dublin, County Dublin, Ireland",Entry level,Full-time,Sales and Business Development,Food and Beverage Retail,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
379,Credit & Collections Analyst (German),Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
380,Payroll Processing Analyst - SAP HR,ACCA Careers,"Cork, County Cork, Ireland",Entry level,Full-time,Other,Accounting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
381,Financial Planning Accountant,Uniphar Group,"Dublin, County Dublin, Ireland",Entry level,Full-time,Accounting/Auditing and Finance,Pharmaceutical Manufacturing,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
382,Product Manager,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Product Management and Marketing,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
383,Sr. Payroll Analyst _EMEA,J&C Associates Ltd,"Dublin, County Dublin, Ireland",Entry level,Full-time,Human Resources,IT Services and IT Consulting,0,0,1,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
384,IT Sales Technical Representative | Dublin UK,Digitise,"Dublin, County Dublin, Ireland",Entry level,Full-time,Sales,Computer Networking Products,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
385,Advanced Threat Hunter,Trellix,"Cork, County Cork, Ireland",Entry level,Full-time,"General Business, Management, and Business Development",Computer and Network Security,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
386,Software Engineer,Mastercard,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Technology, Information and Internet, and Financial Services",1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
387,Product Manager,Reperio Human Capital,"Dublin, County Dublin, Ireland",Entry level,Full-time,Product Management and Marketing,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
388,Developer - Robotic Process Automation,Expleo Group,"Dublin, County Dublin, Ireland",Entry level,Full-time,Quality Assurance,IT Services and IT Consulting,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
389,Software Engineer,Mastercard,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,"IT Services and IT Consulting, Technology, Information and Internet, and Financial Services",1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
390,Accounts Receivable Analyst (German Speaking) Hybrid,Quadient,"Dublin, County Dublin, Ireland",Entry level,Full-time,Finance and Accounting/Auditing,IT Services and IT Consulting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
391,Info Security Threat Mgmt Specialist,Bank of America,"Dublin, County Dublin, Ireland",Entry level,Full-time,"Other, Information Technology, and Management",Credit Intermediation,1,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
392,Software Development Engineer in Test,Travelport,"Dublin, County Dublin, Ireland",Entry level,Full-time,Engineering and Information Technology,"Technology, Information and Internet",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
393,German Speaking Fundamentals Analyst,Cpl,"Dublin City, County Dublin, Ireland",Entry level,Full-time,Business Development and Sales,Staffing and Recruiting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
394,Technical Customer Support | Irish speaker,Covalen,"Kildare, County Kildare, Ireland",Entry level,Full-time,Information Technology,Outsourcing and Offshoring Consulting,0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
395,Graduate Geo-Environmental Engineer,Tetra Tech,"Gorey, County Wexford, Ireland",Entry level,Full-time,Engineering and Information Technology,"Renewable Energy Semiconductor Manufacturing, Civil Engineering, and Oil and Gas",0,0,0,0,0,0,25/08/2022," ""Business"" ""Analyst"" "
